Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
31336,4139062,31,11,single,rented,no,Industrial_Engineer,Sonipat,Haryana,11,13,0
139487,3145889,47,17,married,rented,yes,Drafter,Hyderabad,Telangana,4,11,1
139334,8617150,30,5,single,rented,yes,Chef,Jodhpur,Rajasthan,5,12,0
42068,8542806,31,12,married,rented,no,Civil_servant,Vadodara,Gujarat,6,13,1
67403,110437,41,8,single,rented,no,Police_officer,Gopalpur,West_Bengal,8,12,1
87421,8325446,58,1,single,rented,yes,Statistician,Bhavnagar,Gujarat,1,13,0
95298,946712,56,6,single,rented,no,Scientist,Mango,Jharkhand,5,11,0
82841,9253396,58,14,single,rented,no,Air_traffic_controller,Hazaribagh,Jharkhand,8,13,0
90586,1107270,35,16,single,rented,no,Drafter,Cuttack,Odisha,4,13,0
247041,537835,36,19,single,norent_noown,no,Artist,Mathura,Uttar_Pradesh,5,11,0
42918,2421029,48,13,single,rented,no,Surveyor,Visakhapatnam[4],Andhra_Pradesh,5,10,1
127596,1290647,39,1,single,rented,yes,Computer_operator,Tinsukia,Assam,1,13,1
7972,3143181,78,3,single,rented,no,Drafter,Visakhapatnam[4],Andhra_Pradesh,3,10,0
246389,2610772,63,6,single,rented,no,Chartered_Accountant,Raebareli,Uttar_Pradesh,6,11,0
105629,4190150,31,4,single,rented,no,Air_traffic_controller,Phagwara,Punjab,4,12,0
87833,2564409,29,13,single,rented,yes,Computer_operator,Davanagere,Karnataka,7,12,1
7553,4691275,56,6,married,rented,no,Graphic_Designer,Ambattur,Tamil_Nadu,6,13,0
91777,9643150,24,13,single,rented,no,Comedian,Indore,Madhya_Pradesh,6,14,0
55902,9659187,37,11,single,rented,yes,Aviator,Kolkata,West_Bengal,11,11,0
219459,7513329,69,18,single,rented,no,Technology_specialist,Farrukhabad,Uttar_Pradesh,3,11,1
187092,2800327,50,6,single,rented,yes,Software_Developer,Morena,Madhya_Pradesh,6,10,0
84838,6134910,60,6,married,rented,yes,Geologist,Kharagpur,West_Bengal,3,11,1
73013,5533812,61,13,single,owned,yes,Chartered_Accountant,Raebareli,Uttar_Pradesh,10,11,0
98447,9591777,40,7,single,rented,no,Geologist,Madhyamgram,West_Bengal,7,11,0
158332,291209,58,4,single,rented,yes,Air_traffic_controller,Pali,Rajasthan,4,14,1
146380,8356848,54,2,single,rented,no,Dentist,Nangloi_Jat,Delhi,2,12,1
221954,2783036,79,8,single,rented,yes,Designer,Kottayam,Kerala,8,12,0
75414,7903118,72,20,single,rented,no,Artist,Rajkot,Gujarat,13,11,0
25426,7301638,75,17,single,rented,no,Technology_specialist,Bhatpara,West_Bengal,14,11,0
55547,3311941,60,19,single,owned,no,Civil_servant,Pali,Rajasthan,11,14,0
251229,8115665,62,12,single,rented,no,Financial_Analyst,Rampur,Uttar_Pradesh,10,11,0
75519,678684,67,1,single,rented,no,Magistrate,Kirari_Suleman_Nagar,Delhi,1,10,1
199887,245844,67,4,married,rented,no,Economist,Bhatpara,West_Bengal,3,11,0
213464,9122548,58,12,single,rented,no,Firefighter,Saharsa[29],Bihar,9,14,1
88680,7961712,41,10,single,rented,no,Official,Tinsukia,Assam,10,14,1
195126,7087601,68,4,single,rented,no,Flight_attendant,Farrukhabad,Uttar_Pradesh,4,12,0
105995,8075181,21,12,single,rented,no,Chartered_Accountant,Ongole,Andhra_Pradesh,7,14,0
171335,235563,48,5,married,rented,no,Flight_attendant,Katihar,Bihar,5,11,0
104214,260970,59,2,single,owned,no,Fashion_Designer,Hyderabad,Telangana,2,13,0
132990,3593774,57,11,single,rented,no,Technical_writer,Jalgaon,Maharashtra,11,11,0
220210,171948,39,7,single,rented,no,Scientist,Thrissur,Kerala,5,14,1
194581,3902265,26,5,single,rented,no,Computer_hardware_engineer,Korba,Chhattisgarh,3,14,0
125401,826478,33,15,single,rented,no,Drafter,Ludhiana,Punjab,13,11,0
79267,5641705,23,6,single,rented,no,Design_Engineer,Noida,Uttar_Pradesh,6,11,0
101039,1696344,31,18,single,rented,no,Librarian,Amritsar,Punjab,13,10,0
88620,4445518,34,16,married,owned,no,Surveyor,Kurnool[18],Andhra_Pradesh,8,12,0
242732,1978173,65,20,married,rented,yes,Hotel_Manager,Agra,Uttar_Pradesh,6,14,0
141852,9434255,52,12,single,rented,no,Biomedical_Engineer,Vijayawada,Andhra_Pradesh,12,12,1
127107,5971936,24,1,single,rented,no,Analyst,Dehri[30],Bihar,1,10,1
158074,5604484,51,14,single,rented,no,Geologist,Sikar,Rajasthan,4,13,0
231307,716286,60,6,single,rented,no,Army_officer,Aligarh,Uttar_Pradesh,6,11,1
235188,3184062,24,17,married,rented,no,Physician,Siliguri,West_Bengal,4,10,1
72770,1114427,73,9,single,rented,yes,Comedian,Sasaram[30],Bihar,9,13,1
44099,3150849,56,2,single,rented,no,Analyst,Hyderabad,Telangana,2,13,0
63370,7793212,27,19,single,rented,no,Surgeon,Rajpur_Sonarpur,West_Bengal,13,11,0
248239,5466801,24,16,single,rented,no,Politician,Mango,Jharkhand,8,12,0
165234,2087335,27,1,single,rented,yes,Hotel_Manager,Bangalore,Karnataka,1,12,0
34525,4383720,48,7,single,rented,yes,Technician,Secunderabad,Telangana,7,12,0
108158,9603186,43,5,single,rented,no,Microbiologist,Munger,Bihar,5,13,1
215782,2460413,61,15,single,rented,no,Technical_writer,Dhule,Maharashtra,6,12,1
4900,5381739,76,15,single,rented,no,Graphic_Designer,Cuttack,Odisha,9,13,1
71896,4097238,53,5,single,rented,no,Design_Engineer,Berhampur,Odisha,5,14,0
242196,3618786,29,3,single,rented,no,Librarian,Gandhidham,Gujarat,3,14,0
214230,9246446,75,12,single,rented,no,Statistician,Bhagalpur,Bihar,12,12,0
21376,4435200,60,15,single,rented,no,Flight_attendant,Satara,Maharashtra,5,10,1
35171,7790773,40,10,married,rented,yes,Software_Developer,Bahraich,Uttar_Pradesh,9,12,1
148720,794175,52,1,single,rented,no,Aviator,Nanded,Maharashtra,1,12,1
139207,1893495,27,3,single,rented,no,Statistician,Panihati,West_Bengal,3,10,0
8440,1298318,30,1,single,rented,yes,Hotel_Manager,Suryapet,Telangana,1,12,1
11202,3272246,72,7,single,rented,yes,Surveyor,Kulti,West_Bengal,7,14,0
38007,5922261,43,6,single,rented,no,Microbiologist,Kota[6],Rajasthan,6,14,1
18802,1225686,65,9,single,rented,no,Comedian,Hospet,Karnataka,5,13,1
74713,6793952,78,14,single,rented,yes,Psychologist,Arrah,Bihar,4,13,0
172120,4873523,22,15,single,rented,no,Firefighter,Howrah,West_Bengal,3,11,1
70246,2116007,24,5,single,rented,yes,Analyst,Suryapet,Telangana,5,13,1
199991,7115862,52,17,single,rented,no,Physician,Delhi_city,Delhi,14,11,0
172936,2433481,48,0,single,norent_noown,yes,Biomedical_Engineer,Durg,Chhattisgarh,0,14,0
138075,8899644,39,12,married,rented,no,Mechanical_engineer,Sultan_Pur_Majra,Delhi,6,12,0
193459,9073489,76,3,single,rented,no,Consultant,Jalna,Maharashtra,3,11,0
208352,9841721,58,19,single,rented,no,Biomedical_Engineer,Bongaigaon,Assam,9,12,0
138958,1543486,44,7,single,rented,no,Designer,Haldia,West_Bengal,5,13,1
236693,6470311,39,16,single,owned,yes,Librarian,Gudivada,Andhra_Pradesh,12,14,1
10763,3666346,56,12,single,rented,no,Politician,Bhusawal,Maharashtra,12,11,1
88157,8818909,41,6,single,rented,yes,Librarian,Bhilwara,Rajasthan,3,13,1
70221,5909225,67,1,married,rented,no,Graphic_Designer,Vijayanagaram,Andhra_Pradesh,1,11,0
158897,3479914,48,13,single,rented,no,Secretary,Noida,Uttar_Pradesh,13,13,0
227046,2016788,56,9,single,rented,yes,Geologist,Amravati,Maharashtra,9,13,1
185076,4772948,46,17,single,rented,no,Air_traffic_controller,Muzaffarnagar,Uttar_Pradesh,11,14,0
25261,5734501,38,14,single,rented,no,Designer,Bangalore,Karnataka,8,12,0
223472,4581648,35,17,single,rented,yes,Industrial_Engineer,Chapra,Bihar,3,13,1
233548,3894341,69,7,single,rented,no,Politician,Jehanabad[38],Bihar,7,12,0
199783,6506739,50,4,single,rented,no,Politician,Ahmedabad,Gujarat,4,11,0
217597,3183640,46,12,single,rented,yes,Politician,Sambalpur,Odisha,11,14,0
234341,9612466,37,19,single,rented,yes,Surveyor,Loni,Uttar_Pradesh,14,13,1
227161,5731841,33,12,single,rented,no,Designer,Pondicherry,Puducherry,3,13,1
246427,6091109,67,6,married,rented,no,Chef,Sirsa,Haryana,3,13,1
75708,4171960,73,16,single,rented,no,Magistrate,Gorakhpur,Uttar_Pradesh,10,10,0
146009,2436026,50,4,single,rented,yes,Lawyer,Karimnagar,Telangana,4,10,0
240427,9176001,60,19,single,rented,no,Engineer,Korba,Chhattisgarh,13,13,1
143767,4697227,53,5,single,rented,no,Air_traffic_controller,Kamarhati,West_Bengal,5,13,1
183262,3602419,48,12,single,rented,yes,Petroleum_Engineer,Saharsa[29],Bihar,8,11,0
144023,6548997,46,11,single,rented,no,Technical_writer,Danapur,Bihar,4,14,1
12040,9704353,73,18,single,rented,no,Magistrate,Phusro,Jharkhand,9,12,0
225312,6640261,74,14,married,rented,no,Engineer,Amravati,Maharashtra,3,14,1
227735,5852673,77,2,single,rented,no,Statistician,Bettiah[33],Bihar,2,12,0
145813,1729774,28,6,married,rented,yes,Technical_writer,Nadiad,Gujarat,5,10,0
49716,6250439,65,14,single,rented,yes,Software_Developer,Dharmavaram,Andhra_Pradesh,10,14,1
128373,4420138,62,4,single,rented,yes,Design_Engineer,Ratlam,Madhya_Pradesh,4,10,1
9901,1369359,22,19,single,norent_noown,yes,Politician,Malda,West_Bengal,9,12,1
154012,4002405,68,6,single,rented,no,Librarian,Burhanpur,Madhya_Pradesh,3,13,0
190943,3867310,28,20,single,rented,no,Statistician,Rajpur_Sonarpur,West_Bengal,7,14,0
92066,4110066,43,0,single,rented,no,Designer,Amroha,Uttar_Pradesh,0,12,0
110153,9053211,70,10,single,rented,no,Technical_writer,Eluru[25],Andhra_Pradesh,8,13,0
83245,5796023,30,3,single,rented,no,Dentist,Buxar[37],Bihar,3,11,1
219040,8237186,35,16,married,rented,no,Drafter,Lucknow,Uttar_Pradesh,13,14,1
207916,7060043,79,17,single,rented,no,Drafter,Cuttack,Odisha,13,12,1
61034,6826034,56,14,single,rented,no,Surveyor,Bathinda,Punjab,5,11,0
37196,1005797,34,10,single,owned,no,Statistician,Junagadh,Gujarat,10,10,0
104762,4971595,54,8,single,owned,no,Dentist,Nagpur,Maharashtra,8,13,0
52950,6083984,45,15,single,rented,no,Secretary,Ujjain,Madhya_Pradesh,3,12,1
5584,152426,27,18,single,rented,no,Librarian,Delhi_city,Delhi,8,12,0
18508,1216848,60,9,single,rented,no,Computer_hardware_engineer,Muzaffarpur,Bihar,9,12,1
90104,3362435,38,16,single,rented,yes,Web_designer,Proddatur,Andhra_Pradesh,3,13,0
80836,2158013,21,6,single,owned,yes,Firefighter,Thanjavur,Tamil_Nadu,6,10,0
139452,5957090,48,18,married,rented,yes,Economist,Hubliâ€“Dharwad,Karnataka,3,12,0
242875,9206442,58,18,single,rented,yes,Army_officer,Burhanpur,Madhya_Pradesh,13,11,0
153886,1784853,64,20,married,rented,yes,Designer,Bhalswa_Jahangir_Pur,Delhi,5,14,0
243773,8578663,56,10,single,rented,no,Police_officer,Tadipatri,Andhra_Pradesh,3,10,1
136364,8675283,65,20,single,rented,no,Petroleum_Engineer,Howrah,West_Bengal,13,13,0
112208,7202212,75,19,single,rented,no,Librarian,Danapur,Bihar,8,10,0
384,4804358,79,19,single,rented,no,Statistician,Bareilly,Uttar_Pradesh,13,14,0
7011,4957836,78,6,single,rented,no,Flight_attendant,Jhansi,Uttar_Pradesh,6,13,0
86956,1139981,60,12,single,rented,no,Civil_engineer,Ambattur,Tamil_Nadu,12,12,1
249084,4246556,38,0,single,rented,no,Official,Rajahmundry[19][20],Andhra_Pradesh,0,10,1
205980,1630476,65,3,single,rented,no,Chef,Guwahati,Assam,3,10,0
25001,7947428,33,17,single,rented,no,Chemical_engineer,Navi_Mumbai,Maharashtra,7,13,1
229328,9195323,61,10,single,rented,yes,Technology_specialist,Raurkela_Industrial_Township,Odisha,10,12,0
64353,7403437,77,14,single,rented,no,Technician,Junagadh,Gujarat,10,14,1
179421,4417332,24,20,single,rented,yes,Secretary,Erode[17],Tamil_Nadu,11,14,0
212843,8351225,48,5,single,rented,yes,Analyst,Dewas,Madhya_Pradesh,5,11,1
208260,1298318,30,1,single,rented,yes,Hotel_Manager,Suryapet,Telangana,1,12,1
208997,8625543,66,12,single,rented,yes,Architect,Machilipatnam,Andhra_Pradesh,10,13,0
108271,9127290,22,11,single,rented,no,Web_designer,Ghaziabad,Uttar_Pradesh,3,14,1
182215,752752,76,3,single,rented,no,Physician,Ahmedabad,Gujarat,3,12,1
41096,5388842,79,4,single,rented,no,Official,Satna,Madhya_Pradesh,4,12,1
171203,7280359,21,11,single,rented,no,Hotel_Manager,Ballia,Uttar_Pradesh,6,10,1
25671,9878857,32,16,single,rented,yes,Chemical_engineer,Sirsa,Haryana,11,12,0
185249,2946626,77,17,single,rented,yes,Surgeon,Bhopal,Madhya_Pradesh,12,14,0
34147,9700230,55,20,single,rented,no,Lawyer,Nagpur,Maharashtra,8,13,1
145724,606432,39,9,single,rented,no,Chemical_engineer,Gwalior,Madhya_Pradesh,6,10,1
49653,8143512,31,7,single,rented,no,Financial_Analyst,Thoothukudi,Tamil_Nadu,6,14,1
41095,2503612,25,18,single,rented,no,Microbiologist,Saharanpur,Uttar_Pradesh,6,11,1
197466,9558008,49,1,single,rented,no,Physician,Bhind,Madhya_Pradesh,1,11,1
250500,5324472,72,10,married,rented,no,Web_designer,Burhanpur,Madhya_Pradesh,6,14,1
251884,5575750,55,20,single,rented,no,Magistrate,Sonipat,Haryana,9,10,1
9474,3023675,75,20,single,rented,no,Air_traffic_controller,Tumkur,Karnataka,3,13,0
222542,3369331,72,18,single,rented,no,Mechanical_engineer,Bhiwani,Haryana,11,14,1
228485,8969464,31,4,single,rented,no,Industrial_Engineer,Nagercoil,Tamil_Nadu,4,14,1
241222,1469759,36,12,single,rented,no,Psychologist,Dehradun,Uttarakhand,12,10,0
13623,5732142,25,2,single,rented,no,Air_traffic_controller,Davanagere,Karnataka,2,11,0
172761,9518593,71,6,single,rented,no,Artist,Junagadh,Gujarat,6,13,0
238575,2549635,74,0,single,owned,yes,Comedian,Bhilai,Chhattisgarh,0,11,0
136540,279241,41,0,single,rented,yes,Physician,Thiruvananthapuram,Kerala,0,14,1
153734,6101750,64,4,single,rented,yes,Psychologist,Bhubaneswar,Odisha,4,11,1
181350,5021070,47,20,single,rented,no,Magistrate,Khammam,Telangana,7,10,0
168078,3487781,65,7,single,rented,no,Politician,Alappuzha,Kerala,7,10,0
11925,2807530,21,6,single,rented,no,Dentist,Raurkela_Industrial_Township,Odisha,6,14,0
218857,455409,47,19,single,rented,no,Police_officer,Panipat,Haryana,9,10,0
245331,6393206,36,8,married,rented,no,Industrial_Engineer,North_Dumdum,West_Bengal,6,11,1
231076,3169693,24,16,married,rented,yes,Geologist,Bulandshahr,Uttar_Pradesh,10,14,1
202901,7571507,74,17,single,rented,no,Official,Sambalpur,Odisha,3,12,0
14671,3218946,25,0,single,rented,no,Software_Developer,Vijayanagaram,Andhra_Pradesh,0,11,1
78931,429827,35,2,single,rented,no,Consultant,Silchar,Assam,2,14,1
36332,4250194,28,9,single,rented,no,Statistician,Ramagundam[27],Telangana,8,13,0
182190,1519180,59,2,single,rented,yes,Surveyor,Buxar[37],Bihar,2,10,1
141213,2442625,67,9,married,rented,yes,Firefighter,Guntur[13],Andhra_Pradesh,7,12,1
185032,7058931,40,10,single,rented,no,Librarian,Ambarnath,Maharashtra,10,13,0
15369,80183,72,4,single,rented,yes,Financial_Analyst,Srinagar,Jammu_and_Kashmir,4,13,0
167564,6325118,21,13,single,rented,no,Librarian,Burhanpur,Madhya_Pradesh,11,12,1
216430,5264611,46,18,single,rented,no,Designer,Mira-Bhayandar,Maharashtra,7,11,1
80336,1648740,77,14,single,rented,no,Industrial_Engineer,Jaipur,Rajasthan,6,13,0
37856,8195887,79,16,single,rented,no,Chef,Ichalkaranji,Maharashtra,14,13,1
101815,5265885,75,4,married,rented,no,Surgeon,Surat,Gujarat,4,13,0
97777,6471065,68,10,single,owned,yes,Hotel_Manager,Erode[17],Tamil_Nadu,5,14,0
125375,1117607,53,13,married,rented,yes,Mechanical_engineer,Chandigarh_city,Chandigarh,6,10,0
196799,882249,36,14,single,owned,no,Dentist,Phagwara,Punjab,12,13,1
218785,3720278,39,6,single,rented,no,Hotel_Manager,Erode[17],Tamil_Nadu,6,10,1
118089,7548739,78,17,single,rented,yes,Analyst,Barasat,West_Bengal,9,13,0
142247,9345198,49,9,single,rented,no,Industrial_Engineer,Ajmer,Rajasthan,9,11,1
9272,7280359,21,11,single,rented,no,Hotel_Manager,Ballia,Uttar_Pradesh,6,10,1
60844,156145,69,7,single,rented,yes,Web_designer,Haldia,West_Bengal,7,13,1
57216,6912450,23,17,single,rented,no,Technical_writer,Anantapuram[24],Andhra_Pradesh,10,14,0
195845,7710784,61,19,single,rented,yes,Graphic_Designer,Raurkela_Industrial_Township,Odisha,3,10,1
143172,2844373,28,3,single,rented,no,Psychologist,Vasai-Virar,Maharashtra,3,11,1
246533,1317150,73,7,single,rented,no,Computer_hardware_engineer,Morena,Madhya_Pradesh,7,11,1
81121,2015341,47,6,single,rented,no,Graphic_Designer,Panvel,Maharashtra,6,13,0
170559,5822214,26,12,single,rented,no,Technical_writer,Sambhal,Uttar_Pradesh,4,13,1
156637,4759451,60,4,married,rented,no,Official,Meerut,Uttar_Pradesh,4,13,0
72464,1045513,40,2,single,norent_noown,no,Consultant,Hyderabad,Telangana,2,14,1
156607,6245331,65,6,single,rented,no,Financial_Analyst,Eluru[25],Andhra_Pradesh,6,12,0
220655,3612050,57,5,single,rented,no,Geologist,Adoni,Andhra_Pradesh,5,13,1
48261,9265462,48,6,single,rented,no,Hotel_Manager,Udaipur,Rajasthan,6,10,1
147405,278747,36,10,single,rented,no,Computer_hardware_engineer,Pondicherry,Puducherry,10,10,0
185560,335003,75,11,single,norent_noown,no,Economist,Jalna,Maharashtra,11,13,0
71322,5713579,53,14,single,rented,no,Air_traffic_controller,Solapur,Maharashtra,10,11,1
140700,1576088,37,13,single,rented,yes,Chef,Tiruppur,Tamil_Nadu,7,12,1
76717,6996011,76,13,single,rented,no,Magistrate,Chandigarh_city,Chandigarh,13,14,1
225263,9619551,60,6,single,rented,no,Computer_hardware_engineer,Rourkela,Odisha,6,12,1
121976,5091752,66,2,single,rented,no,Chemical_engineer,Bhilwara,Rajasthan,2,11,1
199213,1165669,76,8,single,rented,yes,Army_officer,Parbhani,Maharashtra,8,12,0
9789,667691,40,20,married,rented,no,Official,Nandyal,Andhra_Pradesh,13,13,0
209796,9213176,50,13,single,rented,no,Army_officer,Ghaziabad,Uttar_Pradesh,3,14,1
21036,3148579,45,9,single,rented,no,Police_officer,Gudivada,Andhra_Pradesh,9,10,1
53117,4570845,47,3,single,rented,no,Web_designer,Srinagar,Jammu_and_Kashmir,3,14,1
78789,1065147,56,3,single,rented,no,Financial_Analyst,Ahmednagar,Maharashtra,3,10,0
84513,3781553,56,16,single,rented,no,Firefighter,Ahmedabad,Gujarat,11,14,1
132754,2495998,57,9,single,rented,no,Magistrate,Danapur,Bihar,9,13,0
134978,3666346,56,12,single,rented,no,Politician,Bhusawal,Maharashtra,12,11,0
6171,7532243,47,2,single,rented,yes,Chef,Mahbubnagar,Telangana,2,12,0
244659,9109537,22,8,single,rented,no,Flight_attendant,Madhyamgram,West_Bengal,7,10,0
232321,1308236,34,12,single,rented,no,Official,Guna,Madhya_Pradesh,3,12,1
194900,7563306,55,15,single,rented,no,Technician,Kollam,Kerala,12,12,1
223124,9776514,27,5,married,rented,yes,Technician,Unnao,Uttar_Pradesh,3,12,0
181097,4094948,49,3,single,rented,yes,Flight_attendant,Vadodara,Gujarat,3,12,1
224722,8953120,54,1,single,rented,yes,Technical_writer,Buxar[37],Bihar,1,12,1
142739,3092529,49,1,single,rented,no,Fashion_Designer,Kottayam,Kerala,1,10,1
148876,1131868,46,10,single,rented,no,Geologist,Hazaribagh,Jharkhand,10,12,1
183898,6785181,32,11,single,rented,no,Drafter,Ujjain,Madhya_Pradesh,11,11,0
24651,9652233,65,13,single,rented,no,Technical_writer,Gwalior,Madhya_Pradesh,12,14,0
116258,2449147,42,3,married,rented,no,Surgeon,Arrah,Bihar,3,12,0
206454,2301024,51,11,single,rented,yes,Financial_Analyst,Haridwar,Uttarakhand,7,11,1
177142,4407262,64,8,single,rented,yes,Drafter,Kakinada,Andhra_Pradesh,6,11,0
203583,3331559,61,5,single,rented,no,Firefighter,Bidar,Karnataka,5,12,0
108841,1164616,47,11,single,rented,yes,Technical_writer,Jamshedpur,Jharkhand,4,10,0
235584,4161595,31,12,single,rented,no,Police_officer,Uluberia,West_Bengal,10,11,0
105431,7530333,67,19,single,rented,no,Hotel_Manager,Ratlam,Madhya_Pradesh,4,10,0
125083,9339198,67,14,married,rented,yes,Hotel_Manager,Guntakal,Andhra_Pradesh,11,14,0
206229,9247929,48,4,single,rented,yes,Geologist,Surendranagar_Dudhrej,Gujarat,3,13,0
153219,2256811,77,4,single,rented,yes,Chemical_engineer,Ahmednagar,Maharashtra,4,14,0
223358,2584634,33,20,single,rented,no,Flight_attendant,Bidhannagar,West_Bengal,12,12,0
3193,7982817,60,6,single,rented,yes,Psychologist,Bhiwani,Haryana,5,14,0
60088,5965136,36,15,single,rented,no,Software_Developer,Jamshedpur,Jharkhand,10,12,1
74231,7895335,34,17,single,rented,no,Computer_operator,Bulandshahr,Uttar_Pradesh,5,11,1
90861,765211,38,13,single,rented,yes,Mechanical_engineer,Jhansi,Uttar_Pradesh,4,12,1
132092,647926,35,5,single,rented,yes,Petroleum_Engineer,Aurangabad,Maharashtra,5,11,0
227442,1546847,43,13,single,rented,no,Civil_engineer,Chandigarh_city,Chandigarh,13,14,1
63869,3371958,23,15,single,rented,no,Chartered_Accountant,Erode[17],Tamil_Nadu,4,12,0
10672,7440752,70,10,single,rented,no,Web_designer,Patna,Bihar,10,11,1
33827,7710784,61,19,single,rented,yes,Graphic_Designer,Raurkela_Industrial_Township,Odisha,3,10,1
113100,4144248,49,19,single,rented,no,Chef,Saharsa[29],Bihar,4,13,0
178026,5215058,39,16,single,rented,no,Architect,Madurai,Tamil_Nadu,3,13,0
134329,2304556,51,12,single,rented,no,Police_officer,Nashik,Maharashtra,8,10,0
21007,8603183,62,15,married,rented,yes,Design_Engineer,Katihar,Bihar,12,10,0
213689,9558008,49,1,single,rented,no,Physician,Bhind,Madhya_Pradesh,1,11,1
67567,6744134,56,13,single,rented,yes,Police_officer,Unnao,Uttar_Pradesh,8,14,1
235600,8295213,41,7,single,rented,no,Physician,Ratlam,Madhya_Pradesh,3,13,1
197111,3019045,76,12,single,rented,no,Design_Engineer,Jammu[16],Jammu_and_Kashmir,11,12,1
91358,64404,45,18,married,rented,no,Civil_engineer,Machilipatnam,Andhra_Pradesh,3,14,0
8415,915146,50,4,single,owned,no,Computer_operator,Gandhidham,Gujarat,4,13,1
160065,1864741,63,15,single,rented,yes,Police_officer,Muzaffarpur,Bihar,9,12,0
236230,5595618,25,1,single,rented,no,Consultant,Barasat,West_Bengal,1,10,1
31675,5928263,42,11,married,rented,no,Police_officer,Gandhinagar,Gujarat,7,11,0
48190,8417601,60,2,single,rented,yes,Microbiologist,Jammu[16],Jammu_and_Kashmir,2,14,0
73785,9576816,45,5,single,rented,no,Aviator,Hazaribagh,Jharkhand,5,14,1
87525,6996011,76,13,single,rented,no,Magistrate,Chandigarh_city,Chandigarh,13,14,1
83557,6959274,61,10,single,rented,no,Aviator,Jamshedpur,Jharkhand,10,10,0
136673,9680806,74,2,single,rented,no,Economist,Srinagar,Jammu_and_Kashmir,2,14,0
38884,8828187,66,10,single,rented,no,Industrial_Engineer,Ongole,Andhra_Pradesh,8,11,0
132518,2143466,51,15,single,rented,yes,Design_Engineer,Baranagar,West_Bengal,6,13,0
222389,8555140,49,14,single,owned,yes,Chemical_engineer,Karawal_Nagar,Delhi,10,13,1
7478,5465804,32,10,single,rented,yes,Architect,Ranchi,Jharkhand,6,12,1
53739,8817640,34,5,single,rented,no,Petroleum_Engineer,Ongole,Andhra_Pradesh,5,13,0
172447,5416115,55,15,single,rented,no,Computer_operator,Korba,Chhattisgarh,3,12,0
173879,3393850,59,18,single,rented,no,Chemical_engineer,Anantapur,Andhra_Pradesh,12,13,0
243232,857491,62,19,single,rented,yes,Official,Yamunanagar,Haryana,10,10,0
124000,6802026,69,7,single,rented,yes,Graphic_Designer,Karawal_Nagar,Delhi,7,10,0
85522,3145889,47,17,married,rented,yes,Drafter,Hyderabad,Telangana,4,11,1
208155,3350415,29,9,single,rented,no,Librarian,Vasai-Virar,Maharashtra,6,12,1
217404,2558637,24,0,single,rented,no,Official,Rajpur_Sonarpur,West_Bengal,0,13,0
238572,8182935,21,18,single,rented,no,Fashion_Designer,Haridwar,Uttarakhand,13,12,0
56397,9842288,38,3,single,rented,yes,Magistrate,Dibrugarh,Assam,3,14,0
206756,3779002,57,8,single,rented,no,Graphic_Designer,Amravati,Maharashtra,8,14,1
209779,9912721,57,14,single,rented,no,Chemical_engineer,Muzaffarnagar,Uttar_Pradesh,5,14,1
50982,1467935,28,8,married,rented,no,Aviator,Ambarnath,Maharashtra,8,13,1
32829,414060,64,16,single,norent_noown,no,Financial_Analyst,Kadapa[23],Andhra_Pradesh,14,11,1
121900,6034467,33,7,single,owned,no,Magistrate,Nangloi_Jat,Delhi,3,11,0
228716,923186,33,18,single,rented,no,Surveyor,Gopalpur,West_Bengal,12,11,1
108476,976533,48,2,single,rented,no,Statistician,Bardhaman,West_Bengal,2,10,1
151879,7310808,41,15,married,rented,no,Firefighter,Nangloi_Jat,Delhi,3,14,0
42855,7263684,64,8,single,rented,no,Computer_operator,Arrah,Bihar,5,12,0
251307,4939073,32,7,married,rented,no,Software_Developer,Phusro,Jharkhand,5,12,1
178388,6715263,29,0,single,rented,no,Surveyor,Dewas,Madhya_Pradesh,0,11,1
114138,7109627,74,20,single,norent_noown,yes,Politician,Muzaffarnagar,Uttar_Pradesh,14,14,0
205904,3423478,76,9,single,rented,no,Computer_hardware_engineer,Suryapet,Telangana,4,10,1
151687,6298839,34,19,married,rented,yes,Petroleum_Engineer,Bidar,Karnataka,5,13,0
222572,8880468,70,1,single,owned,no,Physician,Sirsa,Haryana,1,10,1
184354,7505343,58,15,single,rented,no,Chemical_engineer,Giridih,Jharkhand,4,14,0
142467,6913078,38,14,married,rented,no,Aviator,Sirsa,Haryana,3,14,1
194593,1882143,45,19,single,rented,yes,Magistrate,Farrukhabad,Uttar_Pradesh,4,14,1
154693,1821438,26,0,single,rented,yes,Chartered_Accountant,Fatehpur,Uttar_Pradesh,0,12,1
138121,8732919,54,18,single,rented,no,Politician,Sikar,Rajasthan,5,13,1
241828,8673838,26,2,single,norent_noown,no,Physician,Durg,Chhattisgarh,2,14,1
216494,9116194,72,1,single,rented,yes,Surveyor,Jabalpur,Madhya_Pradesh,1,14,1
26434,7400525,71,0,single,rented,yes,Hotel_Manager,Jalna,Maharashtra,0,11,0
180528,8236972,21,7,single,rented,no,Designer,Munger,Bihar,4,13,1
139418,1886204,59,0,married,rented,yes,Army_officer,Siwan[32],Bihar,0,10,0
50084,5604484,51,14,single,rented,no,Geologist,Sikar,Rajasthan,4,13,1
